
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      
 Dialogue Num: 882 ||| Ground Truth [0], Predicted Label 2, Attention Words: hotel <PAD> and | ye ##a that sounds good can i book for 5 people and 4 nights starting friday a hotel or guest house or possibly                      

 Dialogue Num: 882 ||| Ground Truth [0 3 4], Predicted Label 7, Attention Words: or successful stay | im sorry that booking wasn ##t successful perhaps try another day or maybe short ##en your stay hotel or guest house or possibly                      

 Dialogue Num: 882 ||| Ground Truth [0], Predicted Label 2, Attention Words: try guest house | can we try for 2 nights perhaps try another day or maybe short ##en your stay hotel or guest house or possibly                      

 Dialogue Num: 882 ||| Ground Truth [0 3 4], Predicted Label 4, Attention Words: there gr ##29 | yes that worked iv ##e got you booked with reference number gr ##86 ##a ##29 ##t is there anything else i can help you                      

 Dialogue Num: 882 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: ##29 <PAD> centre | i am looking for a place to go in the city centre ##a ##29 ##t is there anything else i can help you                      

 Dialogue Num: 883 ||| Ground Truth [4], Predicted Label 0, Attention Words: city ##t <PAD> | i need a college to visit in cambridge the city centre ##a ##29 ##t is there anything else i can help you                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 4, Attention Words: <PAD> ##s have | i have a number available to visit my favorite is christ ##s college at saint andrews street its free to get in is that                      

 Dialogue Num: 883 ||| Ground Truth [4], Predicted Label 0, Attention Words: street ##s christ | sounds great can i get the phone number and area of christ ##s college andrews street its free to get in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 0, Attention Words: free phone centre | 01 ##22 ##33 ##34 ##90 ##0 is the phone number and its located in the centre its free to get in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: is south ##t | i am also looking for a place to stay in the south that doesn ##t need to include wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: that in <PAD> | do you have a specific price range stay in the south that doesn ##t need to include wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: that wi moderate | yes id like it to be in the moderate price range with a star of three include wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: ##fi that <PAD> | the bridge guest house is in the moderate price range would you like me to book it wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: in range <PAD> | actually does it include free wi ##fi price range would you like me to book it wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: me in <PAD> | it does have wi ##fi would you like to book it like me to book it wi ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: that in <PAD> | i don ##t want to book it yet but can you tell me if it has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: <PAD> yet is | yes the parking is free it yet but can you tell me if it has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: me <PAD> is | could you provide me with the address and post code tell me if it has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 2, Attention Words: <PAD> free is | the address and post ##code is cb ##28 ##r ##j ##15 ##1 hills road has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: has <PAD> parking | great thank you for your help that ##s all i needed today road has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: ##fi needed free | your are very welcome have a great day i needed today road has free parking ##fi in is that                      

 Dialogue Num: 883 ||| Ground Truth [0 4], Predicted Label 7, Attention Words: parking <PAD> in | thanks for your help a great day i needed today road has free parking ##fi in is that                      

 Dialogue Num: 884 ||| Ground Truth [5], Predicted Label 7, Attention Words: <PAD> serving ##fi | yes im looking for an expensive restaurant serving european food today road has free parking ##fi in is that                      

 Dialogue Num: 884 ||| Ground Truth [5], Predicted Label 7, Attention Words: parking road has | how about era ##ina expensive restaurant serving european food today road has free parking ##fi in is that                      

 Dialogue Num: 884 ||| Ground Truth [5], Predicted Label 3, Attention Words: is if that | does era ##ina serve european food if so what is the phone number and what area is it located in in is that                      

 Dialogue Num: 884 ||| Ground Truth [5], Predicted Label 5, Attention Words: <PAD> in modern | era ##ina serves modern european food in the centre of town the phone number is 01 ##22 ##3 36 ##8 ##7 ##86 that                      

 Dialogue Num: 884 ||| Ground Truth [5], Predicted Label 3, Attention Words: centre <PAD> information | okay thank you for the information the centre of town the phone number is 01 ##22 ##3 36 ##8 ##7 ##86 that                      

 Dialogue Num: 885 ||| Ground Truth [2], Predicted Label 6, Attention Words: <PAD> ##86 <PAD> | i need to take a train from cambridge to stan ##sted airport i need to arrive by 144 ##5 ##7 ##86 that                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: that stan <PAD> | what day do you want to travel to stan ##sted airport i need to arrive by 144 ##5 ##7 ##86 that                      

 Dialogue Num: 885 ||| Ground Truth [2], Predicted Label 6, Attention Words: that <PAD> stan | i need to go on thursday please to stan ##sted airport i need to arrive by 144 ##5 ##7 ##86 that                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: ##0 depart ##52 | tr ##0 ##52 ##1 will depart at 134 ##0 and arrive at 140 ##8 the 28 minute trip will cost 101 ##0 pounds would                      

 Dialogue Num: 885 ||| Ground Truth [2], Predicted Label 6, Attention Words: ##8 <PAD> reference | yes please and provide me with the reference number as well 140 ##8 the 28 minute trip will cost 101 ##0 pounds would                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: was booking at | booking was successful the total fee is 101 gb ##p pay ##able at the station your reference number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: free ##able your | i need place to stay with free wi ##fi pay ##able at the station your reference number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: at ##able ##q | what area are you looking to stay in pay ##able at the station your reference number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: the is it | it doesn ##t matter i like 4 star guest ##houses though at the station your reference number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: is range price | i have quite a few that fit your description what price range are you looking for number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: price td moderate | id prefer something in the moderate price range what price range are you looking for number is td ##pe ##q ##21 ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: <PAD> i it | i recommend the ar ##bury lodge guest ##house in the north it meets your specifications would you like help in booking it ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: <PAD> like it | that sounds good can i get that for 8 people for 4 nights starting thursday you like help in booking it ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: in <PAD> ##6 | i have made those reservations and your reference number is y ##cl ##4 ##d ##5 ##p ##6 help in booking it ##q                      

 Dialogue Num: 885 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: <PAD> y booking | thank you that is all that i need is y ##cl ##4 ##d ##5 ##p ##6 help in booking it ##q                      

 Dialogue Num: 886 ||| Ground Truth [0], Predicted Label 2, Attention Words: in <PAD> ##q | i am looking for a place to stay in the moderate price range that includes free parking help in booking it ##q                      
